country,year,donors,pop,pop_dens,gdp,gdp_lag,health,health_lag,pubhealth,roads,cerebvas,assault,external,txp_pop,world,opt,consent_law,consent_practice,consistent,ccode
Netherlands,1993-01-01,15.4,15290.0,36.8167589694197,19856.0,19285,1700.0,1623.0,6.3,80.7717462393721,638.0,12.0,295.0,0.719424460431655,SocDem,In,Informed,Informed,Yes,Neth
Netherlands,1994-01-01,13.1,15383.0,37.0406934745967,20768.0,19856,1745.0,1700.0,6.1,84.3788597802769,616.0,10.0,294.0,0.715075082883703,SocDem,In,Informed,Informed,Yes,Neth
Netherlands,1995-01-01,15.2,15459.0,37.2236937153865,21723.0,20768,1827.0,1745.0,6.0,86.2927744356039,594.0,12.0,286.0,0.711559609289087,SocDem,In,Informed,Informed,Yes,Neth
Netherlands,1996-01-01,15.1,15531.0,37.3970623645557,22541.0,21723,1878.0,1827.0,5.5,75.9770781018608,577.0,13.0,293.0,0.708260897559719,SocDem,In,Informed,Informed,Yes,Neth
Netherlands,1997-01-01,14.4,15611.0,37.5896941969661,23753.0,22541,1936.0,1878.0,5.5,74.4987508807892,563.0,13.0,282.0,0.704631349689322,SocDem,In,Informed,Informed,Yes,Neth
Netherlands,1998-01-01,13.0,15707.0,37.8208523958584,24780.0,23753,2016.0,1936.0,5.5,67.8678296301012,552.0,11.0,265.0,0.700324695995416,SocDem,In,Informed,Informed,Yes,Neth
Netherlands,1999-01-01,10.9,15812.0,38.0736816758969,25438.0,24780,2098.0,2016.0,5.5,68.9349860865166,557.0,12.0,276.0,0.695674171515305,SocDem,In,Informed,Informed,Yes,Neth
Netherlands,2000-01-01,12.6,15926.0,38.3481820370816,26873.0,25438,2196.0,2098.0,5.5,67.939218887354,538.0,11.0,270.0,0.690694461886224,SocDem,In,Informed,Informed,Yes,Neth
Netherlands,2001-01-01,11.6,16046.0,38.6371297856971,28756.0,26873,2455.0,2196.0,5.5,61.8845818272467,519.0,10.0,264.0,0.685529103826499,SocDem,In,Informed,Informed,Yes,Neth
Netherlands,2002-01-01,12.6,16149.0,38.8851432699254,28983.0,28756,2643.0,2455.0,5.5,61.1183355006502,500.0,9.0,258.0,0.681156727970772,SocDem,In,Informed,Informed,Yes,Neth
Netherlands,,,,,,28983,2831.0,2643.0,,,,,,,SocDem,In,Informed,Informed,Yes,Neth
Norway,,,4242.0,1.30974434975917,17905.0,16942,1385.0,1297.0,6.4,78.2649693540783,816.0,11.0,518.0,0.235737859500236,SocDem,Out,Presumed,Informed,No,Nor
Norway,1991-01-01,15.2,4262.0,1.31591947634927,19134.0,17905,1542.0,1385.0,6.8,75.7860159549507,758.0,14.0,482.0,0.234631628343501,SocDem,Out,Presumed,Informed,No,Nor
Norway,1992-01-01,14.3,4286.0,1.32332962825738,20128.0,19134,1643.0,1542.0,6.9,75.8282781147923,760.0,11.0,463.0,0.233317778814746,SocDem,Out,Presumed,Informed,No,Nor
Norway,1993-01-01,17.1,4312.0,1.3313572928245,21047.0,20128,1688.0,1643.0,6.8,65.1669758812616,767.0,10.0,442.0,0.23191094619666,SocDem,Out,Presumed,Informed,No,Nor
Norway,1994-01-01,16.0,4337.0,1.33907620106212,22503.0,21047,1777.0,1688.0,6.7,65.252478671893,696.0,7.0,405.0,0.230574129582661,SocDem,Out,Presumed,Informed,No,Nor
Norway,1995-01-01,15.7,4359.0,1.34586884031123,23868.0,22503,1892.0,1777.0,6.7,69.9701766460197,668.0,10.0,412.0,0.229410415232852,SocDem,Out,Presumed,Informed,No,Nor
Norway,1996-01-01,15.1,4381.0,1.35266147956033,26218.0,23868,2064.0,1892.0,6.6,58.2058890664232,689.0,10.0,394.0,0.228258388495777,SocDem,Out,Presumed,Informed,No,Nor
Norway,1997-01-01,15.1,4405.0,1.36007163146845,27784.0,26218,2179.0,2064.0,6.6,68.7854710556186,646.0,9.0,406.0,0.227014755959137,SocDem,Out,Presumed,Informed,No,Nor
Norway,1998-01-01,15.6,4432.0,1.36840805236507,27323.0,27784,2314.0,2179.0,7.2,79.4223826714802,639.0,10.0,408.0,0.225631768953069,SocDem,Out,Presumed,Informed,No,Nor
Norway,1999-01-01,15.5,4462.0,1.37767074225022,30005.0,27323,2561.0,2314.0,7.3,68.1308830121022,593.0,8.0,424.0,0.224114746750336,SocDem,Out,Presumed,Informed,No,Nor
Norway,2000-01-01,17.6,4491.0,1.38662467580585,35829.0,30005,2747.0,2561.0,6.5,75.9296370518815,554.0,12.0,412.0,0.222667557336896,SocDem,Out,Presumed,Informed,No,Nor
Norway,2001-01-01,14.4,4514.0,1.39372607138446,36554.0,35829,2946.0,2747.0,6.9,60.9215773150199,523.0,8.0,383.0,0.221533008418254,SocDem,Out,Presumed,Informed,No,Nor
Norway,2002-01-01,13.7,4538.0,1.40113622329258,35531.0,36554,3083.0,3258.0,7.4,68.3120317320406,492.0,4.0,354.0,0.220361392684002,SocDem,Out,Presumed,Informed,No,Nor
Norway,,,,,,35531,3220.0,3409.0,,,,,,,SocDem,Out,Presumed,Informed,No,Nor
Spain,,,38850.0,7.67801735212158,12971.0,12051,865.0,759.0,5.3,232.483912483912,862.0,9.0,453.0,0.720720720720721,nan,Out,Presumed,Informed,No,Spa
Spain,1991-01-01,20.2,38920.0,7.6918516176209,13754.0,12971,946.0,865.0,5.3,227.029804727646,856.0,9.0,441.0,0.719424460431655,nan,Out,Presumed,Informed,No,Spa
Spain,1992-01-01,21.7,39011.0,7.70983616277001,14331.0,13754,1035.0,946.0,5.6,200.405013970419,786.0,8.0,405.0,0.71774627669119,nan,Out,Presumed,Informed,No,Spa
Spain,1993-01-01,22.6,39096.0,7.72663491373347,14359.0,14331,1084.0,1035.0,5.8,163.085737671373,752.0,9.0,381.0,0.716185799058727,nan,Out,Presumed,Informed,No,Spa
Spain,1994-01-01,25.0,39166.0,7.74046917923279,15024.0,14359,1116.0,1084.0,5.6,143.338610018894,719.0,8.0,368.0,0.714905785630394,nan,Out,Presumed,Informed,No,Spa
Spain,1995-01-01,27.0,39223.0,7.75173422399652,15720.0,15024,1195.0,1116.0,5.5,146.57216429136,681.0,8.0,367.0,0.713866863829896,nan,Out,Presumed,Informed,No,Spa
Spain,1996-01-01,26.8,39279.0,7.76280163639598,16416.0,15720,1250.0,1195.0,5.5,139.565671223809,644.0,8.0,362.0,0.712849105119784,nan,Out,Presumed,Informed,No,Spa
Spain,1997-01-01,29.0,39348.0,7.77643826953102,17203.0,16416,1287.0,1250.0,5.4,142.421469960354,609.0,8.0,361.0,0.711599064755515,nan,Out,Presumed,Informed,No,Spa
Spain,1998-01-01,31.5,39453.0,7.79718966778,18332.0,17203,1371.0,1287.0,5.4,150.989785314171,597.0,8.0,366.0,0.70970521886802,nan,Out,Presumed,Informed,No,Spa
Spain,1999-01-01,33.4,39626.0,7.83138006679974,19546.0,18332,1467.0,1371.0,5.4,144.803916620401,587.0,8.0,351.0,0.706606773330641,nan,Out,Presumed,Informed,No,Spa
Spain,2000-01-01,33.9,40614.0,8.0266408427044,20017.0,19546,1493.0,1467.0,5.3,142.2169695179,530.0,9.0,349.0,0.689417442261289,nan,Out,Presumed,Informed,No,Spa
Spain,2001-01-01,32.5,41201.0,8.1426510405344,20864.0,20017,1567.0,1493.0,5.4,133.880245625106,473.0,10.0,347.0,0.679595155457392,nan,Out,Presumed,Informed,No,Spa
Spain,2002-01-01,33.7,41874.0,8.27565762169213,21592.0,20864,1646.0,1567.0,5.4,127.692601614367,416.0,11.0,345.0,0.668672684720829,nan,Out,Presumed,Informed,No,Spa
Spain,,,,,,21592,1725.0,1646.0,,,,,,,nan,Out,Presumed,Informed,No,Spa
Sweden,,,8559.0,1.90216908169615,18660.0,17915,1566.0,1497.0,7.5,99.0769949760486,669.0,12.0,468.0,0.701016473887136,SocDem,Out,Presumed,Informed,No,Swe
Sweden,1991-01-01,16.4,8617.0,1.9150591163659,19000.0,18660,1552.0,1566.0,7.2,89.5903446675177,670.0,14.0,454.0,0.696298015550656,SocDem,Out,Presumed,Informed,No,Swe
Sweden,1992-01-01,14.9,8668.0,1.9263934571962,19116.0,19000,1594.0,1552.0,7.3,85.9483156437471,648.0,13.0,419.0,0.692201199815413,SocDem,Out,Presumed,Informed,No,Swe
Sweden,1993-01-01,15.2,8719.0,1.93772779802649,19063.0,19116,1637.0,1594.0,7.5,87.0512673471729,632.0,12.0,407.0,0.688152311044845,SocDem,Out,Presumed,Informed,No,Swe
Sweden,1994-01-01,12.8,8781.0,1.9515068006045,20132.0,19063,1648.0,1637.0,7.1,71.9735793189842,605.0,12.0,421.0,0.683293474547318,SocDem,Out,Presumed,Informed,No,Swe
Sweden,1995-01-01,13.0,8827.0,1.96172993154947,21290.0,20132,1733.0,1648.0,7.1,66.7270873456441,587.0,10.0,379.0,0.679732638495525,SocDem,Out,Presumed,Informed,No,Swe
Sweden,1996-01-01,11.9,8841.0,1.96484131922838,22029.0,21290,1845.0,1733.0,7.3,64.6985635109151,585.0,12.0,363.0,0.678656260604004,SocDem,Out,Presumed,Informed,No,Swe
Sweden,1997-01-01,12.6,8846.0,1.9659525291137,22756.0,22029,1870.0,1845.0,7.1,60.705403572236,591.0,10.0,366.0,0.678272665611576,SocDem,Out,Presumed,Informed,No,Swe
Sweden,1998-01-01,14.6,8851.0,1.96706373899902,23525.0,22756,1961.0,1870.0,7.2,61.123036944978,588.0,11.0,368.0,0.677889504010846,SocDem,Out,Presumed,Informed,No,Swe
Sweden,1999-01-01,12.1,8858.0,1.96861943283847,25099.0,23525,2119.0,1961.0,7.2,59.9458116956424,571.0,12.0,355.0,0.677353804470535,SocDem,Out,Presumed,Informed,No,Swe
Sweden,2000-01-01,10.9,8872.0,1.97173082051738,26574.0,25099,2243.0,2119.0,7.2,65.3742110009017,555.0,10.0,352.0,0.676284941388638,SocDem,Out,Presumed,Informed,No,Swe
Sweden,2001-01-01,12.1,8896.0,1.97706462796693,26902.0,26574,2370.0,2243.0,7.5,65.535071942446,531.0,9.0,382.0,0.674460431654676,SocDem,Out,Presumed,Informed,No,Swe
Sweden,2002-01-01,11.0,8925.0,1.9835096453018,27255.0,26902,2517.0,2370.0,7.9,62.7450980392157,507.0,8.0,412.0,0.672268907563025,SocDem,Out,Presumed,Informed,No,Swe
Sweden,,,,,,27255,2664.0,2517.0,,,,,,,SocDem,Out,Presumed,Informed,No,Swe
Switzerland,,,6712.0,16.2557519980625,24648.0,23009,2040.0,1915.0,4.3,142.133492252682,545.0,13.0,638.0,1.04290822407628,Corporatist,nan,Presumed,Informed,No,Swiz
Switzerland,1991-01-01,15.6,6797.0,16.4616129813514,24879.0,24648,2220.0,2040.0,4.7,126.526408709725,507.0,13.0,637.0,1.02986611740474,Corporatist,nan,Presumed,Informed,No,Swiz
Switzerland,1992-01-01,14.8,6875.0,16.650520707193,25135.0,24879,2345.0,2220.0,5.0,121.309090909091,492.0,14.0,605.0,1.01818181818182,Corporatist,nan,Presumed,Informed,No,Swiz
Switzerland,1993-01-01,16.6,6938.0,16.8031000242189,25316.0,25135,2384.0,2345.0,5.1,104.20870567887,477.0,16.0,558.0,1.00893629287979,Corporatist,nan,Presumed,Informed,No,Swiz
Switzerland,1994-01-01,15.9,6994.0,16.9387260837975,25901.0,25316,2457.0,2384.0,5.1,97.0832141835859,466.0,13.0,562.0,1.0008578781813,Corporatist,nan,Presumed,Informed,No,Swiz
Switzerland,1995-01-01,13.0,7041.0,17.0525550980867,26304.0,25901,2555.0,2457.0,5.2,98.2814941059509,441.0,10.0,443.0,0.994176963499503,Corporatist,nan,Presumed,Informed,No,Swiz
Switzerland,1996-01-01,12.57,7072.0,17.1276338096391,26180.0,26304,2654.0,2555.0,5.5,87.10407239819,414.0,11.0,417.0,0.989819004524887,Corporatist,nan,Presumed,Informed,No,Swiz
Switzerland,1997-01-01,14.28,7089.0,17.1688060062969,27675.0,26180,2812.0,2654.0,5.6,82.8043447594865,412.0,14.0,407.0,0.987445337847369,Corporatist,nan,Presumed,Informed,No,Swiz
Switzerland,1998-01-01,15.43,7110.0,17.2196657786389,28733.0,27675,2967.0,2812.0,5.7,83.9662447257384,390.0,8.0,400.0,0.984528832630098,Corporatist,nan,Presumed,Informed,No,Swiz
Switzerland,1999-01-01,14.42,7144.0,17.3020101719545,28562.0,28733,2985.0,2967.0,5.8,81.6069428891377,381.0,10.0,387.0,0.979843225083987,Corporatist,nan,Presumed,Informed,No,Swiz
Switzerland,2000-01-01,14.0,7184.0,17.3988859287963,29837.0,28562,3111.0,2985.0,5.8,82.4053452115813,354.0,8.0,409.0,0.974387527839644,Corporatist,nan,Presumed,Informed,No,Swiz
Switzerland,2001-01-01,13.19,7233.0,17.5175587309276,30134.0,29837,3288.0,3111.0,6.2,75.2108392091802,327.0,6.0,431.0,0.967786533941656,Corporatist,nan,Presumed,Informed,No,Swiz
Switzerland,2002-01-01,10.4,7290.0,17.6556066844272,30725.0,30134,3445.0,3288.0,6.5,70.3703703703704,300.0,4.0,453.0,0.960219478737997,Corporatist,nan,Presumed,Informed,No,Swiz
Switzerland,,,,,,30725,3602.0,3446.0,,,,,,,Corporatist,nan,Presumed,Informed,No,Swiz
United Kingdom,,,57238.0,23.5634597175909,16228.0,15804,977.0,940.0,5.0,94.3778608616653,858.0,7.0,326.0,0.716307348265139,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,1991-01-01,14.2,57439.0,23.6462064138982,16729.0,16228,1079.0,977.0,5.4,82.7486550949703,860.0,7.0,311.0,0.713800727728547,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,1992-01-01,14.4,57582.0,23.7050759540571,17110.0,16729,1184.0,1079.0,5.8,76.0480705776111,818.0,9.0,298.0,0.712028064325657,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,1993-01-01,13.9,57711.0,23.7581820427319,17952.0,17110,1246.0,1184.0,5.9,68.5657846857618,759.0,12.0,288.0,0.710436485245447,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,1994-01-01,14.2,57855.0,23.8174632579968,18994.0,17952,1331.0,1246.0,5.9,65.802437127301,721.0,10.0,283.0,0.708668222279838,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,1995-01-01,14.4,58005.0,23.8792145238977,19998.0,18994,1393.0,1331.0,5.8,64.9081975691751,718.0,10.0,279.0,0.706835617619171,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,1996-01-01,13.6,58139.0,23.9343789881026,20839.0,19998,1461.0,1393.0,5.8,64.5005934054593,698.0,9.0,279.0,0.705206487899689,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,1997-01-01,13.4,58283.0,23.9936602033675,22442.0,20839,1535.0,1461.0,5.5,64.2211279446837,671.0,7.0,279.0,0.703464131908104,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,1998-01-01,12.3,58440.0,24.0582931950105,23343.0,22442,1607.0,1535.0,5.5,61.2765229295003,660.0,7.0,274.0,0.701574264202601,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,1999-01-01,12.1,58635.0,24.1385698406817,24086.0,23343,1725.0,1607.0,5.8,58.3781018163213,640.0,8.0,277.0,0.699241067621728,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,2000-01-01,13.2,58817.0,24.2134947099749,25271.0,24086,1839.0,1725.0,5.9,60.8667562099393,620.0,9.0,280.0,0.69707737558869,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,2001-01-01,13.2,59051.0,24.3098266847804,26720.0,25271,2012.0,1839.0,6.2,60.9303822119862,600.0,10.0,283.0,0.694315083571828,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,2002-01-01,13.0,59232.0,24.3843398789675,27959.0,26720,2160.0,2012.0,6.4,60.4571853052404,580.0,11.0,286.0,0.692193408968125,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,,,,,,27959,2308.0,2160.0,,,,,,,Liberal,In,Informed,Informed,Yes,UK
United States,,,249623.0,2.59238411937161,23038.0,22039,2738.0,2475.0,4.7,178.665427464617,474.0,97.0,576.0,1.09765526413832,Liberal,In,Informed,Informed,Yes,USA
United States,1991-01-01,17.89,252981.0,2.62725761209003,23443.0,23038,2957.0,2738.0,5.2,164.075562986944,457.0,103.0,565.0,1.08308529099023,Liberal,In,Informed,Informed,Yes,USA
United States,1992-01-01,17.62,256514.0,2.66394851434559,24411.0,23443,3165.0,2957.0,5.5,153.01309090342,447.0,99.0,545.0,1.06816781930031,Liberal,In,Informed,Informed,Yes,USA
United States,1993-01-01,18.7,259919.0,2.6993101113397,25327.0,24411,3357.0,3165.0,5.7,154.471200643277,454.0,101.0,559.0,1.05417456976981,Liberal,In,Informed,Informed,Yes,USA
United States,1994-01-01,19.38,263126.0,2.7326154392575,26578.0,25327,3500.0,3357.0,5.9,154.739554433997,453.0,96.0,553.0,1.0413262087365,Liberal,In,Informed,Informed,Yes,USA
United States,1995-01-01,20.14,266278.0,2.76534958132077,27559.0,26578,3655.0,3500.0,6.0,157.042639647286,457.0,88.0,546.0,1.02899976716064,Liberal,In,Informed,Informed,Yes,USA
United States,1996-01-01,20.1,269394.0,2.79770985627925,28772.0,27559,3792.0,3655.0,6.0,156.146759022101,452.0,80.0,535.0,1.01709763394879,Liberal,In,Informed,Informed,Yes,USA
United States,1997-01-01,20.09,272647.0,2.83149290327539,30283.0,28772,3939.0,3792.0,5.9,154.093021379293,443.0,75.0,526.0,1.00496246061758,Liberal,In,Informed,Informed,Yes,USA
United States,1998-01-01,21.0,275854.0,2.86479823119319,31612.0,30283,4096.0,3939.0,5.8,150.445525531622,428.0,68.0,519.0,0.993279053412312,Liberal,In,Informed,Informed,Yes,USA
United States,1999-01-01,20.87,279040.0,2.89788546996653,33016.0,31612,4298.0,4096.0,5.8,149.50186353211,440.0,64.0,514.0,0.981938073394495,Liberal,In,Informed,Informed,Yes,USA
United States,2000-01-01,21.21,282224.0,2.93095193834516,34590.0,33016,4538.0,4298.0,5.8,148.623079539656,432.0,61.0,499.0,0.970860026078576,Liberal,In,Informed,Informed,Yes,USA
United States,2001-01-01,21.31,285318.0,2.96308373896183,35118.0,34590,4869.0,4538.0,6.2,147.891124990362,424.0,58.0,484.0,0.960331980456894,Liberal,In,Informed,Informed,Yes,USA
United States,2002-01-01,21.47,288369.0,2.99476897609224,36006.0,35118,5267.0,4869.0,6.6,148.472963460011,416.0,55.0,469.0,0.950171481677989,Liberal,In,Informed,Informed,Yes,USA
United States,,,,,,36006,5665.0,5267.0,,,,,,,Liberal,In,Informed,Informed,Yes,USA
